Timestamp,From Bank,Account,To Bank,Account_4,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
9/1/2022 0:17:00,1,809363420,1,809363420,59610.52,US Dollar,59610.52,US Dollar,Reinvestment,0
9/1/2022 11:10:00,1,80022C730,1,80022C730,3253.21,US Dollar,3253.21,US Dollar,Reinvestment,0
9/1/2022 15:28:00,1,808A1CF30,1,808A1CF30,9066.27,US Dollar,9066.27,US Dollar,Reinvestment,0
9/1/2022 16:29:00,1,80303A910,1,80303A910,38135.25,US Dollar,38135.25,US Dollar,Reinvestment,0
9/1/2022 22:53:00,1,800C823E0,1,800C823E0,466372.05,US Dollar,466372.05,US Dollar,Reinvestment,0
9/2/2022 1:59:00,1,800DCF170,1,800DCF170,2396.46,Euro,2808.13,US Dollar,ACH,0
9/5/2022 20:05:00,1,8001142C0,1,8003BAD20,12757.83,US Dollar,12757.83,US Dollar,Cheque,0
9/7/2022 8:00:00,1,8001AA760,1,80040DA80,59.83,US Dollar,59.83,US Dollar,ACH,0
9/1/2022 0:21:00,1,808C3C760,1,808C3C760,67472.77,US Dollar,67472.77,US Dollar,Reinvestment,0
9/1/2022 0:25:00,1,80F467BD0,1,80F467BD0,15508.92,US Dollar,15508.92,US Dollar,Reinvestment,0
9/1/2022 11:09:00,1,800054E60,1,800054E60,947389.86,US Dollar,947389.86,US Dollar,Reinvestment,0
9/1/2022 11:38:00,1,8002183B0,1,8002B62D0,9.79,US Dollar,9.79,US Dollar,ACH,0
9/1/2022 18:35:00,1,800F29A40,1,800F29A40,1101.93,US Dollar,1101.93,US Dollar,Reinvestment,0
9/1/2022 19:01:00,1,800252F30,1,800252F30,120.81,US Dollar,120.81,US Dollar,Reinvestment,0
9/5/2022 4:05:00,1,8006AF880,1,8006AF880,2146543.72,Ruble,27589.12,US Dollar,ACH,0
9/9/2022 15:03:00,1,800057A10,1,800057A10,866419.14,US Dollar,866419.14,US Dollar,Cash,0
9/9/2022 20:04:00,1,800054E60,1,800054E60,427.06,US Dollar,427.06,US Dollar,ACH,0
9/1/2022 0:13:00,1,80837C5E0,1,80837C5E0,263390.36,US Dollar,263390.36,US Dollar,Reinvestment,0
9/1/2022 8:27:00,1,8006865B0,1,8006865B0,21.4,US Dollar,21.4,US Dollar,Reinvestment,0
9/1/2022 11:47:00,1,8011E0970,1,8011E0970,10.62,US Dollar,10.62,US Dollar,Reinvestment,0
9/1/2022 19:52:00,1,8003E3790,1,8003E3790,14729059.18,US Dollar,14729059.18,US Dollar,Reinvestment,0
9/1/2022 23:25:00,1,8003A4750,1,80D04B860,5418.97,US Dollar,5418.97,US Dollar,Credit Card,0
9/5/2022 1:13:00,1,8001093C0,1,8003A3E20,913.26,US Dollar,913.26,US Dollar,Cheque,0
9/5/2022 10:08:00,1,8000555D0,1,8000555D0,7272.56,US Dollar,7272.56,US Dollar,Cheque,0
9/7/2022 9:53:00,1,8002183B0,1,8002B62D0,52.12,US Dollar,52.12,US Dollar,Credit Card,0
9/7/2022 17:04:00,1,80005DD40,1,80005DD40,5353,US Dollar,5353,US Dollar,Cheque,0
9/8/2022 6:32:00,1,8006FCF80,1,800F9FDF0,1436.48,US Dollar,1436.48,US Dollar,ACH,0
9/8/2022 19:16:00,1,80005C0A0,1,80005C0A0,23047.85,US Dollar,23047.85,US Dollar,Credit Card,0
9/1/2022 0:09:00,1,800C45060,1,800C45060,17.3,US Dollar,17.3,US Dollar,Reinvestment,0
9/1/2022 19:33:00,1,803CECD70,1,803CECD70,11.86,US Dollar,11.86,US Dollar,Reinvestment,0
9/3/2022 9:44:00,1,800128AC0,1,8001E2110,51.05,US Dollar,51.05,US Dollar,Cheque,0
9/7/2022 23:59:00,1,802FAFA20,1,802FAFA20,254.57,Euro,298.3,US Dollar,ACH,0
9/1/2022 0:07:00,1,800413CD0,1,800413CD0,5.04,US Dollar,5.04,US Dollar,Reinvestment,0
9/1/2022 0:29:00,1,80316E630,1,80316E630,14.6,US Dollar,14.6,US Dollar,Reinvestment,0
9/1/2022 2:55:00,1,800054E60,1,800054E60,944.14,US Dollar,944.14,US Dollar,Cheque,0
9/1/2022 12:12:00,1,8009BDAE0,1,8009BDAE0,298206.09,Rupee,4060.32,US Dollar,ACH,0
9/2/2022 0:35:00,1,80140FA20,1,80140FA20,69712995.7,Yen,661413.62,US Dollar,ACH,0
9/2/2022 7:25:00,1,80019F690,1,8006E1450,26171.03,US Dollar,26171.03,US Dollar,Cash,0
9/4/2022 1:52:00,1,800059C00,1,800059C00,1877.51,US Dollar,1877.51,US Dollar,Credit Card,0
9/6/2022 20:22:00,1,800147880,1,8001C8340,590.31,US Dollar,590.31,US Dollar,Cheque,0
9/7/2022 20:51:00,1,80011C0A0,1,800162F90,12390.19,US Dollar,12390.19,US Dollar,Credit Card,0
9/1/2022 0:12:00,1,800710BC0,1,800710BC0,11559.6,US Dollar,11559.6,US Dollar,Reinvestment,0
9/1/2022 18:39:00,1,80070DB90,1,80070DB90,266785.98,US Dollar,266785.98,US Dollar,Reinvestment,0
9/2/2022 3:49:00,1,800698740,1,800698740,801.41,Euro,939.08,US Dollar,ACH,0
9/5/2022 17:09:00,1,800057020,1,800057020,3687.07,US Dollar,3687.07,US Dollar,Credit Card,0
9/5/2022 18:26:00,1,80054A860,1,800549940,3419.88,US Dollar,3419.88,US Dollar,ACH,0
9/6/2022 17:48:00,1,80094DCD0,1,80094DCD0,6205.86,Euro,7271.93,US Dollar,ACH,0
9/7/2022 0:22:00,1,8000EDEC0,1,8001A4F40,890.42,US Dollar,890.42,US Dollar,Credit Card,0
9/8/2022 10:08:00,1,8001409E0,1,8001D49A0,21655.62,US Dollar,21655.62,US Dollar,Credit Card,0
9/1/2022 0:12:00,1,800B439C0,1,800B439C0,1768409.13,US Dollar,1768409.13,US Dollar,Reinvestment,0
9/1/2022 3:37:00,1,8034C01E0,1,8034C01E0,6.42,US Dollar,6.42,US Dollar,Reinvestment,0
9/1/2022 21:29:00,1,808E8B250,1,808E8B250,3966.25,US Dollar,3966.25,US Dollar,Reinvestment,0
9/1/2022 22:46:00,1,802E3B390,1,802E3B390,35755.95,US Dollar,35755.95,US Dollar,Reinvestment,0
9/2/2022 19:17:00,1,80005C0A0,1,80005C0A0,3291.91,US Dollar,3291.91,US Dollar,Cash,0
9/3/2022 3:55:00,1,800058B80,1,800058B80,51.24,Euro,60.04,US Dollar,ACH,0
9/3/2022 8:44:00,1,8002CAF30,1,8003CEDD0,666.74,US Dollar,666.74,US Dollar,Cheque,0
9/3/2022 12:22:00,1,800118830,1,8001514E0,89.25,US Dollar,89.25,US Dollar,Credit Card,0
9/1/2022 0:22:00,1,80015E3C0,1,80015E3C0,13.67,US Dollar,13.67,US Dollar,Reinvestment,0
9/1/2022 6:38:00,1,8024D16B0,1,8024D16B0,739.93,US Dollar,739.93,US Dollar,Reinvestment,0
9/1/2022 8:37:00,1,8073E6B90,1,8073E6B90,2800.58,US Dollar,2800.58,US Dollar,Reinvestment,0
9/1/2022 20:54:00,1,8006FCF80,1,800F9FDF0,1348.87,US Dollar,1348.87,US Dollar,Credit Card,0
9/5/2022 10:36:00,1,8008C8810,1,80283DFF0,1318.16,US Dollar,1318.16,US Dollar,Cheque,0
9/8/2022 19:24:00,1,8003D23C0,1,800779280,12.27,US Dollar,12.27,US Dollar,Wire,0
9/9/2022 1:42:00,1,8019C1330,1,8081EC7D0,9523636.63,US Dollar,9523636.63,US Dollar,Cash,0
9/9/2022 10:02:00,1,80068A850,1,80068A850,619.89,Euro,726.37,US Dollar,ACH,0
9/9/2022 18:17:00,1,80005C0A0,1,8002552F0,23.82,US Dollar,23.82,US Dollar,Cash,0
9/10/2022 8:01:00,1,800645240,1,8013733E0,8177.11,US Dollar,8177.11,US Dollar,Credit Card,0
9/1/2022 0:19:00,1,8053FA9E0,1,8053FA9E0,23.14,US Dollar,23.14,US Dollar,Reinvestment,0
9/1/2022 0:06:00,1,80DC16FC0,1,80DC16FC0,77198.23,US Dollar,77198.23,US Dollar,Reinvestment,0
9/1/2022 12:30:00,1,8001093C0,1,80067AF80,465.4,US Dollar,465.4,US Dollar,Credit Card,0
9/1/2022 18:56:00,1,800059C00,1,800059C00,1877.51,US Dollar,1877.51,US Dollar,Credit Card,0
9/1/2022 19:33:00,1,801B5DD70,1,801B5DD70,7130.68,US Dollar,7130.68,US Dollar,Reinvestment,0
9/4/2022 2:41:00,1,8002CAF30,1,8003CEDD0,666.74,US Dollar,666.74,US Dollar,Cheque,0
9/6/2022 22:25:00,1,800057020,1,800057020,49.2,Euro,57.65,US Dollar,ACH,0
9/7/2022 22:22:00,1,80005C0A0,1,80005C0A0,1101.42,US Dollar,1101.42,US Dollar,ACH,0
9/8/2022 10:09:00,1,8001409E0,1,8001D49A0,8259.53,US Dollar,8259.53,US Dollar,Cheque,0
9/8/2022 13:22:00,1,8019C1330,1,8081EC7D0,22093809.14,US Dollar,22093809.14,US Dollar,Wire,0
9/10/2022 8:30:00,1,80010DEA0,1,8003A50D0,556.14,US Dollar,556.14,US Dollar,Cheque,0
9/10/2022 14:58:00,1,8002183B0,1,8002B62D0,358.14,US Dollar,358.14,US Dollar,Cheque,0
9/1/2022 0:13:00,1,800482930,1,800852CC0,2952.16,US Dollar,2952.16,US Dollar,Credit Card,0
9/1/2022 0:09:00,1,803C21A60,1,803C21A60,323026.26,US Dollar,323026.26,US Dollar,Reinvestment,0
9/1/2022 0:14:00,1,8072CC4B0,1,8072CC4B0,5.13,US Dollar,5.13,US Dollar,Reinvestment,0
9/1/2022 1:47:00,1,8001D1F20,1,8001D1F20,2367.37,Euro,2774.05,US Dollar,ACH,0
9/1/2022 3:56:00,1,8001DD990,1,8001DD990,3.66,US Dollar,3.66,US Dollar,Reinvestment,0
9/1/2022 6:20:00,1,800115570,1,800115570,138.35,Euro,162.12,US Dollar,ACH,0
9/1/2022 10:05:00,1,8005D92A0,1,800791830,59.42,US Dollar,59.42,US Dollar,Cheque,0
9/1/2022 12:02:00,1,8009BDAE0,1,8009BDAE0,1611497.78,Rupee,21941.86,US Dollar,ACH,0
9/1/2022 13:33:00,1,803A69470,1,803A69470,10286.85,US Dollar,10286.85,US Dollar,Reinvestment,0
9/1/2022 22:49:00,1,80018A0B0,1,80018A0B0,26462.88,US Dollar,26462.88,US Dollar,Reinvestment,0
9/9/2022 8:16:00,1,800221980,1,800221980,5097.04,Euro,5972.62,US Dollar,ACH,0
9/1/2022 0:13:00,1,8003FBD00,1,8003FBD00,4698449.23,US Dollar,4698449.23,US Dollar,Reinvestment,0
9/1/2022 10:23:00,1,8003080E0,1,800580F30,5.13,US Dollar,5.13,US Dollar,Cash,0
9/2/2022 15:37:00,1,800B42090,1,800B42090,49.3,Swiss Franc,53.88,US Dollar,ACH,0
9/5/2022 4:07:00,1,800B0E670,1,800B0E670,1833519158,Yen,17395817.44,US Dollar,ACH,0
9/9/2022 17:16:00,1,8005D92A0,1,80060EE60,130.31,US Dollar,130.31,US Dollar,Credit Card,0
9/1/2022 0:05:00,1,800697D50,1,800697D50,3.38,US Dollar,3.38,US Dollar,Reinvestment,0
9/1/2022 0:28:00,1,800CEAC00,1,800CEAC00,12.08,US Dollar,12.08,US Dollar,Reinvestment,0
9/1/2022 1:14:00,1,80C33ACD0,1,80C33ACD0,702272.87,US Dollar,702272.87,US Dollar,Reinvestment,0
9/1/2022 11:41:00,1,800057020,1,800057020,11.59,US Dollar,11.59,US Dollar,Reinvestment,0
9/2/2022 15:32:00,1,800B42090,1,800B42090,154.95,Swiss Franc,169.34,US Dollar,ACH,0
9/7/2022 5:23:00,1,80671B700,1,80A8CF3F0,1152.26,US Dollar,1152.26,US Dollar,Credit Card,0
9/10/2022 8:43:00,1,80010DEA0,1,8003A50D0,128.91,US Dollar,128.91,US Dollar,Credit Card,0
9/10/2022 22:54:00,1,8010B63F0,1,801F328B0,534.36,US Dollar,534.36,US Dollar,Cheque,0
9/1/2022 1:00:00,1,806C2D330,1,806C2D330,9128017.04,US Dollar,9128017.04,US Dollar,Reinvestment,0
9/1/2022 11:42:00,1,813A43F00,1,813A43F00,27301.83,US Dollar,27301.83,US Dollar,Reinvestment,0
9/4/2022 19:27:00,1,80011C0A0,1,800162F90,17846.87,US Dollar,17846.87,US Dollar,Cheque,0
9/4/2022 23:44:00,1,80005B9B0,1,80005B9B0,62.26,Euro,72.96,US Dollar,ACH,0
9/10/2022 9:04:00,1,800115CA0,1,800116420,4979,US Dollar,4979,US Dollar,ACH,1
9/1/2022 0:27:00,1,8032CDC60,1,8032CDC60,22.79,US Dollar,22.79,US Dollar,Reinvestment,0
9/1/2022 5:46:00,1,8006BB300,1,8006BB300,3562.31,US Dollar,3562.31,US Dollar,Reinvestment,0
9/1/2022 13:35:00,1,8001CA330,1,8001CA330,872802.87,US Dollar,872802.87,US Dollar,Reinvestment,0
9/1/2022 19:39:00,1,800191A90,1,800191A90,8385.12,US Dollar,8385.12,US Dollar,Reinvestment,0
9/2/2022 3:39:00,1,8000F7850,1,80010F690,212839.53,US Dollar,212839.53,US Dollar,Cash,0
9/5/2022 1:30:00,1,8000555D0,1,8001060F0,306.35,US Dollar,306.35,US Dollar,Cheque,0
9/5/2022 14:31:00,1,800057020,1,800057020,49.2,Euro,57.65,US Dollar,ACH,0
9/5/2022 23:23:00,1,800058B80,1,80024FF00,74.3,US Dollar,74.3,US Dollar,Credit Card,0
9/9/2022 8:11:00,1,8008D8C30,1,8008D8C30,1745.44,US Dollar,1745.44,US Dollar,Cheque,0
9/1/2022 0:17:00,1,8065540E0,1,8065540E0,1474885.59,US Dollar,1474885.59,US Dollar,Reinvestment,0
9/1/2022 8:55:00,1,8008C2620,1,8008C2620,2976.22,US Dollar,2976.22,US Dollar,Reinvestment,0
9/1/2022 10:52:00,1,801D6F180,1,801D6F180,59217.4,US Dollar,59217.4,US Dollar,Reinvestment,0
9/1/2022 12:14:00,1,802479C70,1,802479C70,14.84,US Dollar,14.84,US Dollar,Reinvestment,0
9/1/2022 19:22:00,1,80039C940,1,80039C940,17.57,US Dollar,17.57,US Dollar,Reinvestment,0
9/3/2022 23:30:00,1,8001F0820,1,8001F0820,56.05,Euro,65.68,US Dollar,ACH,0
9/6/2022 18:56:00,1,8001F1730,1,80022F0A0,521.22,US Dollar,521.22,US Dollar,ACH,0
9/9/2022 21:52:00,1,8001C9F20,1,8004818C0,294.41,US Dollar,294.41,US Dollar,Cheque,0
9/1/2022 0:03:00,1,804AF01E0,1,804AF01E0,255.74,US Dollar,255.74,US Dollar,Reinvestment,0
9/1/2022 0:04:00,1,8070B5880,1,8070B5880,11562437.14,US Dollar,11562437.14,US Dollar,Reinvestment,0
9/1/2022 9:42:00,1,80010DEA0,1,8003A50D0,128.91,US Dollar,128.91,US Dollar,Credit Card,0
9/1/2022 19:22:00,1,808FAEB70,1,808FAEB70,9.78,US Dollar,9.78,US Dollar,Reinvestment,0
9/1/2022 21:20:00,1,800645240,1,8013F9DF0,238.45,US Dollar,238.45,US Dollar,Credit Card,0
9/2/2022 13:06:00,1,800059C00,1,8000EDBB0,531.79,US Dollar,531.79,US Dollar,Cash,0
9/6/2022 8:20:00,1,8006DF4C0,1,8006DF4C0,16633,Yuan,2483.43,US Dollar,ACH,0
9/9/2022 1:53:00,1,8019C1330,1,8081EC7D0,22093809.14,US Dollar,22093809.14,US Dollar,Wire,0
9/10/2022 3:49:00,1,800042CB0,1,800059440,649.4,US Dollar,649.4,US Dollar,ACH,0
9/1/2022 0:11:00,1,801172DB0,1,801172DB0,180356.07,US Dollar,180356.07,US Dollar,Reinvestment,0
9/1/2022 11:42:00,1,8000F6B10,1,8000F6B10,8.49,US Dollar,8.49,US Dollar,Reinvestment,0
9/1/2022 13:49:00,1,808349D30,1,808349D30,6359.43,US Dollar,6359.43,US Dollar,Reinvestment,0
9/1/2022 18:19:00,1,8000F8620,1,8000F8620,342.94,Euro,401.85,US Dollar,ACH,0
9/1/2022 22:13:00,1,800057A10,1,800057A10,860660.77,US Dollar,860660.77,US Dollar,Cash,0
9/4/2022 12:45:00,1,80005C3D0,1,80005C3D0,17619.11,US Dollar,17619.11,US Dollar,Credit Card,0
9/6/2022 1:29:00,1,800057A10,1,800057A10,14843.31,US Dollar,14843.31,US Dollar,Credit Card,0
9/6/2022 18:21:00,1,8001C5A50,1,8001CA330,3542227.51,US Dollar,3542227.51,US Dollar,Cash,0
9/8/2022 3:33:00,1,800710BC0,1,800710BC0,4933768.99,Yen,46809.95,US Dollar,ACH,0
9/8/2022 5:13:00,1,80005DD40,1,80005DD40,5353,US Dollar,5353,US Dollar,Cheque,0
9/8/2022 19:47:00,1,8002C1D80,1,802264500,1590.92,US Dollar,1590.92,US Dollar,Cheque,0
9/9/2022 16:04:00,1,800DCF170,1,800DCF170,9843.57,Euro,11534.53,US Dollar,ACH,0
9/10/2022 8:18:00,1,800057020,1,800057020,1677.42,Euro,1965.57,US Dollar,ACH,0
9/1/2022 0:28:00,1,800C35570,1,800C35570,970.28,US Dollar,970.28,US Dollar,Reinvestment,0
9/1/2022 1:34:00,1,800419710,1,800419710,14001.56,US Dollar,14001.56,US Dollar,Reinvestment,0
9/1/2022 2:11:00,1,800EED600,1,800EED600,1602.66,Euro,1877.97,US Dollar,ACH,0
9/1/2022 3:10:00,1,806E88A90,1,806E88A90,17075.61,US Dollar,17075.61,US Dollar,Reinvestment,0
9/1/2022 6:34:00,1,8002696B0,1,800410530,365.81,US Dollar,365.81,US Dollar,Credit Card,0
9/4/2022 5:28:00,1,8008C8810,1,80283DFF0,1318.16,US Dollar,1318.16,US Dollar,Cheque,0
9/6/2022 12:18:00,1,800BAB8C0,1,800BAB8C0,626019.91,Euro,733559.77,US Dollar,ACH,0
9/7/2022 13:55:00,1,80010DEA0,1,8003A50D0,128.91,US Dollar,128.91,US Dollar,Credit Card,0
9/9/2022 23:17:00,1,8006DE410,1,8011A6E80,16943.04,US Dollar,16943.04,US Dollar,ACH,0
9/10/2022 6:13:00,1,800196090,1,800324420,139.54,US Dollar,139.54,US Dollar,Cheque,0
9/1/2022 0:17:00,1,8003F5660,1,8003F5660,16.92,US Dollar,16.92,US Dollar,Reinvestment,0
9/1/2022 0:21:00,1,80067FAB0,1,80067FAB0,15.06,US Dollar,15.06,US Dollar,Reinvestment,0
9/1/2022 15:16:00,1,800456E50,1,800456E50,1263.24,US Dollar,1263.24,US Dollar,Reinvestment,0
9/2/2022 1:29:00,1,8001715F0,1,8001AADD0,143.48,US Dollar,143.48,US Dollar,Credit Card,0
9/2/2022 15:00:00,1,8001965B0,1,80024FF00,8480.13,US Dollar,8480.13,US Dollar,Cheque,0
9/3/2022 3:44:00,1,800627370,1,800723180,13.07,US Dollar,13.07,US Dollar,Wire,0
9/4/2022 10:52:00,1,800042CB0,1,800059440,649.4,US Dollar,649.4,US Dollar,ACH,0
9/5/2022 8:05:00,1,800320950,1,801FE9E50,248.59,US Dollar,248.59,US Dollar,Credit Card,0
9/5/2022 8:35:00,1,800057020,1,800057020,2296.44,Euro,2690.93,US Dollar,ACH,0
9/9/2022 2:49:00,1,800148D00,1,8001C6920,885.4,US Dollar,885.4,US Dollar,Credit Card,0
9/1/2022 0:11:00,1,80082F350,1,80082F350,17825.89,Euro,20888.08,US Dollar,ACH,0
9/1/2022 3:41:00,1,805B20B00,1,805B20B00,11.66,US Dollar,11.66,US Dollar,Reinvestment,0
9/2/2022 5:18:00,1,8023438C0,1,8023438C0,741230.51,Ruble,9526.89,US Dollar,ACH,0
9/2/2022 15:58:00,1,800059440,1,800379860,156.25,US Dollar,156.25,US Dollar,ACH,0
9/3/2022 8:07:00,1,8023438C0,1,8023438C0,1673041.14,Ruble,21503.28,US Dollar,ACH,0
9/3/2022 11:13:00,1,8001A2CD0,1,8005D3090,1.14,US Dollar,1.14,US Dollar,Cash,0
9/6/2022 3:35:00,1,8008C8810,1,80283DFF0,1318.16,US Dollar,1318.16,US Dollar,Cheque,0
9/10/2022 14:55:00,1,800059C00,1,800059C00,1350.89,US Dollar,1350.89,US Dollar,Cheque,0
9/1/2022 6:17:00,1,802FCCE10,1,802FCCE10,3.16,US Dollar,3.16,US Dollar,Reinvestment,0
9/1/2022 18:24:00,1,805CDADE0,1,805CDADE0,13.81,US Dollar,13.81,US Dollar,Reinvestment,0
