Timestamp,From Bank,Account,To Bank,Account_4,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering,Amount Difference,Absolute Difference,Hour,Day,Day of Week,Cross-bank,Currency Mismatch,Anomaly Score,Anomaly Rank,Risk Tier
2022-09-01 00:28:00,1,80F298F10,1,80F298F10,1107.87,US Dollar,1107.87,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.3727965219660842,499,Low
2022-09-01 07:35:00,1,80A6B4870,1,80A6B4870,9.82,US Dollar,9.82,US Dollar,Reinvestment,0,0.0,0.0,7,Thursday,3,0,0,0.38505998664058916,404,Low
2022-09-01 22:46:00,1,80024DDD0,1,80024DDD0,37855.83,US Dollar,37855.83,US Dollar,Reinvestment,0,0.0,0.0,22,Thursday,3,0,0,0.4018565936048278,291,Low
2022-09-03 16:30:00,1,8006DF4C0,1,8006DF4C0,16036.54,Yuan,2394.37,US Dollar,ACH,0,13642.170000000002,13642.170000000002,16,Saturday,5,0,1,0.5078282942622874,56,Low
2022-09-05 11:24:00,1,8003D23C0,1,800779280,12.27,US Dollar,12.27,US Dollar,Wire,0,0.0,0.0,11,Monday,0,0,0,0.47087151441132685,120,Low
2022-09-05 14:08:00,1,800A65BB0,1,812806030,1296.71,US Dollar,1296.71,US Dollar,Cheque,0,0.0,0.0,14,Monday,0,0,0,0.40458227728835744,275,Low
2022-09-08 01:13:00,1,8001495E0,1,8001495E0,289.0,Euro,338.65,US Dollar,ACH,0,-49.64999999999998,49.64999999999998,1,Thursday,3,0,1,0.44710511553906535,167,Low
2022-09-01 00:21:00,1,8003B02B0,1,8003B02B0,1123.89,US Dollar,1123.89,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.3727558416574982,500,Low
2022-09-01 00:07:00,1,800A8D870,1,800A8D870,14.95,US Dollar,14.95,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.3754848599241155,479,Low
2022-09-01 00:25:00,1,800D6F2C0,1,800D6F2C0,25482.16,US Dollar,25482.16,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.3744329003836233,492,Low
2022-09-08 19:29:00,1,8010B63F0,1,801F328B0,534.36,US Dollar,534.36,US Dollar,Cheque,0,0.0,0.0,19,Thursday,3,0,0,0.3913563620618409,359,Low
2022-09-01 06:41:00,1,800394050,1,800394050,2357.44,Canadian Dollar,1786.89,US Dollar,ACH,0,570.55,570.55,6,Thursday,3,0,1,0.4816354770663014,98,Low
2022-09-01 07:47:00,1,80033E1F0,1,803E49B70,6031.32,US Dollar,6031.32,US Dollar,Cheque,0,0.0,0.0,7,Thursday,3,0,0,0.38540490559239016,401,Low
2022-09-01 17:54:00,1,80369FEB0,1,80369FEB0,21872.58,Euro,25629.93,US Dollar,ACH,0,-3757.3499999999985,3757.3499999999985,17,Thursday,3,0,1,0.4558359658969931,142,Low
2022-09-02 12:00:00,1,800D4AE60,1,800D4AE60,128.05,Swiss Franc,139.95,US Dollar,ACH,0,-11.899999999999977,11.899999999999977,12,Friday,4,0,1,0.5098018939045641,52,Low
2022-09-02 23:52:00,1,8002183B0,1,8002B62D0,358.14,US Dollar,358.14,US Dollar,Cheque,0,0.0,0.0,23,Friday,4,0,0,0.41075396713556933,241,Low
2022-09-03 13:53:00,1,80011E2A0,1,8021D9B20,63.08,US Dollar,63.08,US Dollar,Cheque,0,0.0,0.0,13,Saturday,5,0,0,0.4140965281485526,232,Low
2022-09-07 01:52:00,1,800422520,1,8023450E0,1606.06,US Dollar,1606.06,US Dollar,Cheque,0,0.0,0.0,1,Wednesday,2,0,0,0.3959130139670487,333,Low
2022-09-08 01:13:00,1,800BB2240,1,800BB2240,3739864625.0,Yen,35482586.57,US Dollar,ACH,0,3704382038.43,3704382038.43,1,Thursday,3,0,1,0.5820868792600882,16,High
2022-09-08 07:58:00,1,800057020,1,80018BA80,2296.32,US Dollar,2296.32,US Dollar,ACH,0,0.0,0.0,7,Thursday,3,0,0,0.3843774006676139,412,Low
2022-09-09 04:25:00,1,8001580D0,1,8001580D0,334.44,Euro,391.9,US Dollar,ACH,0,-57.45999999999998,57.45999999999998,4,Friday,4,0,1,0.4384574879346628,186,Low
2022-09-09 11:38:00,1,8000EDEC0,1,8001A4F40,890.42,US Dollar,890.42,US Dollar,Credit Card,0,0.0,0.0,11,Friday,4,0,0,0.3850294521172637,405,Low
2022-09-09 19:46:00,1,80248EF40,1,80357BA30,3690.57,US Dollar,3690.57,US Dollar,Cheque,0,0.0,0.0,19,Friday,4,0,0,0.39394182910457454,343,Low
2022-09-01 00:18:00,1,800189670,1,800189670,46445.36,US Dollar,46445.36,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.37670864447153546,467,Low
2022-09-01 05:32:00,1,8000F4D20,1,8006B92E0,389.72,US Dollar,389.72,US Dollar,Credit Card,0,0.0,0.0,5,Thursday,3,0,0,0.38521276019662715,403,Low
2022-09-01 06:11:00,1,8000F49E0,1,804237A50,3410.89,US Dollar,3410.89,US Dollar,Cheque,0,0.0,0.0,6,Thursday,3,0,0,0.38423060355373456,413,Low
2022-09-05 03:43:00,1,8023438C0,1,8023438C0,1673041.14,Ruble,21503.28,US Dollar,ACH,0,1651537.8599999999,1651537.8599999999,3,Monday,0,0,1,0.5273035593011259,33,Medium
2022-09-06 22:10:00,1,80005C3D0,1,80005C3D0,612881.33,US Dollar,612881.33,US Dollar,Cheque,0,0.0,0.0,22,Tuesday,1,0,0,0.45728020006258513,141,Low
2022-09-07 23:20:00,1,8013733E0,1,8013733E0,8923237.62,Yen,84660.7,US Dollar,ACH,0,8838576.92,8838576.92,23,Wednesday,2,0,1,0.5447560948827685,23,High
2022-09-09 11:47:00,1,800320950,1,801FE9E50,248.59,US Dollar,248.59,US Dollar,Credit Card,0,0.0,0.0,11,Friday,4,0,0,0.3865154934452599,389,Low
2022-09-10 07:39:00,1,80005C790,1,8000F1870,8921.69,US Dollar,8921.69,US Dollar,Wire,0,0.0,0.0,7,Saturday,5,0,0,0.45386462045732767,150,Low
2022-09-10 21:40:00,1,80056F970,1,800942830,9173.46,US Dollar,9173.46,US Dollar,Cheque,0,0.0,0.0,21,Saturday,5,0,0,0.41663564425082683,221,Low
2022-09-01 00:17:00,1,809363420,1,809363420,59610.52,US Dollar,59610.52,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.3770515208382657,463,Low
2022-09-01 11:10:00,1,80022C730,1,80022C730,3253.21,US Dollar,3253.21,US Dollar,Reinvestment,0,0.0,0.0,11,Thursday,3,0,0,0.3785257223183018,449,Low
2022-09-01 15:28:00,1,808A1CF30,1,808A1CF30,9066.27,US Dollar,9066.27,US Dollar,Reinvestment,0,0.0,0.0,15,Thursday,3,0,0,0.3812117843275627,430,Low
2022-09-01 16:29:00,1,80303A910,1,80303A910,38135.25,US Dollar,38135.25,US Dollar,Reinvestment,0,0.0,0.0,16,Thursday,3,0,0,0.3888531254314725,376,Low
2022-09-01 22:53:00,1,800C823E0,1,800C823E0,466372.05,US Dollar,466372.05,US Dollar,Reinvestment,0,0.0,0.0,22,Thursday,3,0,0,0.41955511084625097,214,Low
2022-09-02 01:59:00,1,800DCF170,1,800DCF170,2396.46,Euro,2808.13,US Dollar,ACH,0,-411.6700000000001,411.6700000000001,1,Friday,4,0,1,0.44869102750049067,159,Low
2022-09-05 20:05:00,1,8001142C0,1,8003BAD20,12757.83,US Dollar,12757.83,US Dollar,Cheque,0,0.0,0.0,20,Monday,0,0,0,0.42531091499920226,206,Low
2022-09-07 08:00:00,1,8001AA760,1,80040DA80,59.83,US Dollar,59.83,US Dollar,ACH,0,0.0,0.0,8,Wednesday,2,0,0,0.3999705287106619,304,Low
2022-09-01 00:21:00,1,808C3C760,1,808C3C760,67472.77,US Dollar,67472.77,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.3771286875507833,462,Low
2022-09-01 00:25:00,1,80F467BD0,1,80F467BD0,15508.92,US Dollar,15508.92,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.37432616280728054,495,Low
2022-09-01 11:09:00,1,800054E60,1,800054E60,947389.86,US Dollar,947389.86,US Dollar,Reinvestment,0,0.0,0.0,11,Thursday,3,0,0,0.40889034607289404,253,Low
2022-09-01 11:38:00,1,8002183B0,1,8002B62D0,9.79,US Dollar,9.79,US Dollar,ACH,0,0.0,0.0,11,Thursday,3,0,0,0.4068169851597213,265,Low
2022-09-01 18:35:00,1,800F29A40,1,800F29A40,1101.93,US Dollar,1101.93,US Dollar,Reinvestment,0,0.0,0.0,18,Thursday,3,0,0,0.3877732776766924,383,Low
2022-09-01 19:01:00,1,800252F30,1,800252F30,120.81,US Dollar,120.81,US Dollar,Reinvestment,0,0.0,0.0,19,Thursday,3,0,0,0.3963989264761045,329,Low
2022-09-05 04:05:00,1,8006AF880,1,8006AF880,2146543.72,Ruble,27589.12,US Dollar,ACH,0,2118954.6,2118954.6,4,Monday,0,0,1,0.524470275783643,35,Medium
2022-09-09 15:03:00,1,800057A10,1,800057A10,866419.14,US Dollar,866419.14,US Dollar,Cash,0,0.0,0.0,15,Friday,4,0,0,0.4596752747370821,138,Low
2022-09-09 20:04:00,1,800054E60,1,800054E60,427.06,US Dollar,427.06,US Dollar,ACH,0,0.0,0.0,20,Friday,4,0,0,0.39679021190620256,326,Low
2022-09-01 00:13:00,1,80837C5E0,1,80837C5E0,263390.36,US Dollar,263390.36,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.3890766878218558,374,Low
2022-09-01 08:27:00,1,8006865B0,1,8006865B0,21.4,US Dollar,21.4,US Dollar,Reinvestment,0,0.0,0.0,8,Thursday,3,0,0,0.3782237745927606,453,Low
2022-09-01 11:47:00,1,8011E0970,1,8011E0970,10.62,US Dollar,10.62,US Dollar,Reinvestment,0,0.0,0.0,11,Thursday,3,0,0,0.38623129536806106,394,Low
2022-09-01 19:52:00,1,8003E3790,1,8003E3790,14729059.18,US Dollar,14729059.18,US Dollar,Reinvestment,0,0.0,0.0,19,Thursday,3,0,0,0.4553777550067918,143,Low
2022-09-01 23:25:00,1,8003A4750,1,80D04B860,5418.97,US Dollar,5418.97,US Dollar,Credit Card,0,0.0,0.0,23,Thursday,3,0,0,0.41227350660673434,236,Low
2022-09-05 01:13:00,1,8001093C0,1,8003A3E20,913.26,US Dollar,913.26,US Dollar,Cheque,0,0.0,0.0,1,Monday,0,0,0,0.41274354082965486,235,Low
2022-09-05 10:08:00,1,8000555D0,1,8000555D0,7272.56,US Dollar,7272.56,US Dollar,Cheque,0,0.0,0.0,10,Monday,0,0,0,0.41055632612554716,242,Low
2022-09-07 09:53:00,1,8002183B0,1,8002B62D0,52.12,US Dollar,52.12,US Dollar,Credit Card,0,0.0,0.0,9,Wednesday,2,0,0,0.40467600474443083,274,Low
2022-09-07 17:04:00,1,80005DD40,1,80005DD40,5353.0,US Dollar,5353.0,US Dollar,Cheque,0,0.0,0.0,17,Wednesday,2,0,0,0.39479449686462603,337,Low
2022-09-08 06:32:00,1,8006FCF80,1,800F9FDF0,1436.48,US Dollar,1436.48,US Dollar,ACH,0,0.0,0.0,6,Thursday,3,0,0,0.3846649683894125,410,Low
2022-09-08 19:16:00,1,80005C0A0,1,80005C0A0,23047.85,US Dollar,23047.85,US Dollar,Credit Card,0,0.0,0.0,19,Thursday,3,0,0,0.4016569052167514,292,Low
2022-09-01 00:09:00,1,800C45060,1,800C45060,17.3,US Dollar,17.3,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.37540128186583555,481,Low
2022-09-01 19:33:00,1,803CECD70,1,803CECD70,11.86,US Dollar,11.86,US Dollar,Reinvestment,0,0.0,0.0,19,Thursday,3,0,0,0.3977155459652931,313,Low
2022-09-03 09:44:00,1,800128AC0,1,8001E2110,51.05,US Dollar,51.05,US Dollar,Cheque,0,0.0,0.0,9,Saturday,5,0,0,0.41414489686067946,230,Low
2022-09-07 23:59:00,1,802FAFA20,1,802FAFA20,254.57,Euro,298.3,US Dollar,ACH,0,-43.73000000000002,43.73000000000002,23,Wednesday,2,0,1,0.4547878572681771,146,Low
2022-09-01 00:07:00,1,800413CD0,1,800413CD0,5.04,US Dollar,5.04,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.3994485272338517,306,Low
2022-09-01 00:29:00,1,80316E630,1,80316E630,14.6,US Dollar,14.6,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.37631655718555757,469,Low
2022-09-01 02:55:00,1,800054E60,1,800054E60,944.14,US Dollar,944.14,US Dollar,Cheque,0,0.0,0.0,2,Thursday,3,0,0,0.38782617013348897,382,Low
2022-09-01 12:12:00,1,8009BDAE0,1,8009BDAE0,298206.09,Rupee,4060.32,US Dollar,ACH,0,294145.77,294145.77,12,Thursday,3,0,1,0.5170763259820017,44,Medium
2022-09-02 00:35:00,1,80140FA20,1,80140FA20,69712995.7,Yen,661413.62,US Dollar,ACH,0,69051582.08,69051582.08,0,Friday,4,0,1,0.5574898951503213,20,High
2022-09-02 07:25:00,1,80019F690,1,8006E1450,26171.03,US Dollar,26171.03,US Dollar,Cash,0,0.0,0.0,7,Friday,4,0,0,0.4393875381810761,183,Low
2022-09-04 01:52:00,1,800059C00,1,800059C00,1877.51,US Dollar,1877.51,US Dollar,Credit Card,0,0.0,0.0,1,Sunday,6,0,0,0.43072771716463254,200,Low
2022-09-06 20:22:00,1,800147880,1,8001C8340,590.31,US Dollar,590.31,US Dollar,Cheque,0,0.0,0.0,20,Tuesday,1,0,0,0.4079885502056817,259,Low
2022-09-07 20:51:00,1,80011C0A0,1,800162F90,12390.19,US Dollar,12390.19,US Dollar,Credit Card,0,0.0,0.0,20,Wednesday,2,0,0,0.4099225108178507,246,Low
2022-09-01 00:12:00,1,800710BC0,1,800710BC0,11559.6,US Dollar,11559.6,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.374799367899587,490,Low
2022-09-01 18:39:00,1,80070DB90,1,80070DB90,266785.98,US Dollar,266785.98,US Dollar,Reinvestment,0,0.0,0.0,18,Thursday,3,0,0,0.40732456760326663,262,Low
2022-09-02 03:49:00,1,800698740,1,800698740,801.41,Euro,939.08,US Dollar,ACH,0,-137.67000000000007,137.67000000000007,3,Friday,4,0,1,0.4404347786485881,181,Low
2022-09-05 17:09:00,1,800057020,1,800057020,3687.07,US Dollar,3687.07,US Dollar,Credit Card,0,0.0,0.0,17,Monday,0,0,0,0.4179952707297276,219,Low
2022-09-05 18:26:00,1,80054A860,1,800549940,3419.88,US Dollar,3419.88,US Dollar,ACH,0,0.0,0.0,18,Monday,0,0,0,0.4158658103674051,225,Low
2022-09-06 17:48:00,1,80094DCD0,1,80094DCD0,6205.86,Euro,7271.93,US Dollar,ACH,0,-1066.0700000000006,1066.0700000000006,17,Tuesday,1,0,1,0.46106848335228373,136,Low
2022-09-07 00:22:00,1,8000EDEC0,1,8001A4F40,890.42,US Dollar,890.42,US Dollar,Credit Card,0,0.0,0.0,0,Wednesday,2,0,0,0.4072473976603162,263,Low
2022-09-08 10:08:00,1,8001409E0,1,8001D49A0,21655.62,US Dollar,21655.62,US Dollar,Credit Card,0,0.0,0.0,10,Thursday,3,0,0,0.39460118483260687,340,Low
2022-09-01 00:12:00,1,800B439C0,1,800B439C0,1768409.13,US Dollar,1768409.13,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.4077108554630513,261,Low
2022-09-01 03:37:00,1,8034C01E0,1,8034C01E0,6.42,US Dollar,6.42,US Dollar,Reinvestment,0,0.0,0.0,3,Thursday,3,0,0,0.39359628937096014,346,Low
2022-09-01 21:29:00,1,808E8B250,1,808E8B250,3966.25,US Dollar,3966.25,US Dollar,Reinvestment,0,0.0,0.0,21,Thursday,3,0,0,0.39717028015325345,322,Low
2022-09-01 22:46:00,1,802E3B390,1,802E3B390,35755.95,US Dollar,35755.95,US Dollar,Reinvestment,0,0.0,0.0,22,Thursday,3,0,0,0.40125313632014953,298,Low
2022-09-02 19:17:00,1,80005C0A0,1,80005C0A0,3291.91,US Dollar,3291.91,US Dollar,Cash,0,0.0,0.0,19,Friday,4,0,0,0.43783236623903754,188,Low
2022-09-03 03:55:00,1,800058B80,1,800058B80,51.24,Euro,60.04,US Dollar,ACH,0,-8.799999999999997,8.799999999999997,3,Saturday,5,0,1,0.46927965458522897,125,Low
2022-09-03 08:44:00,1,8002CAF30,1,8003CEDD0,666.74,US Dollar,666.74,US Dollar,Cheque,0,0.0,0.0,8,Saturday,5,0,0,0.39010792500043523,370,Low
2022-09-03 12:22:00,1,800118830,1,8001514E0,89.25,US Dollar,89.25,US Dollar,Credit Card,0,0.0,0.0,12,Saturday,5,0,0,0.4079094320734368,260,Low
2022-09-01 00:22:00,1,80015E3C0,1,80015E3C0,13.67,US Dollar,13.67,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.37686758796495545,465,Low
2022-09-01 06:38:00,1,8024D16B0,1,8024D16B0,739.93,US Dollar,739.93,US Dollar,Reinvestment,0,0.0,0.0,6,Thursday,3,0,0,0.38003252211371263,438,Low
2022-09-01 08:37:00,1,8073E6B90,1,8073E6B90,2800.58,US Dollar,2800.58,US Dollar,Reinvestment,0,0.0,0.0,8,Thursday,3,0,0,0.37615624602470366,472,Low
2022-09-01 20:54:00,1,8006FCF80,1,800F9FDF0,1348.87,US Dollar,1348.87,US Dollar,Credit Card,0,0.0,0.0,20,Thursday,3,0,0,0.39397025907642874,342,Low
2022-09-05 10:36:00,1,8008C8810,1,80283DFF0,1318.16,US Dollar,1318.16,US Dollar,Cheque,0,0.0,0.0,10,Monday,0,0,0,0.4014946092539808,295,Low
2022-09-08 19:24:00,1,8003D23C0,1,800779280,12.27,US Dollar,12.27,US Dollar,Wire,0,0.0,0.0,19,Thursday,3,0,0,0.4545517784813814,148,Low
2022-09-09 01:42:00,1,8019C1330,1,8081EC7D0,9523636.63,US Dollar,9523636.63,US Dollar,Cash,0,0.0,0.0,1,Friday,4,0,0,0.4897429284001956,80,Low
2022-09-09 10:02:00,1,80068A850,1,80068A850,619.89,Euro,726.37,US Dollar,ACH,0,-106.48000000000002,106.48000000000002,10,Friday,4,0,1,0.43468430830533816,196,Low
2022-09-09 18:17:00,1,80005C0A0,1,8002552F0,23.82,US Dollar,23.82,US Dollar,Cash,0,0.0,0.0,18,Friday,4,0,0,0.45104994352105987,154,Low
2022-09-10 08:01:00,1,800645240,1,8013733E0,8177.11,US Dollar,8177.11,US Dollar,Credit Card,0,0.0,0.0,8,Saturday,5,0,0,0.40980581883375056,247,Low
2022-09-01 00:19:00,1,8053FA9E0,1,8053FA9E0,23.14,US Dollar,23.14,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.3782693204647967,452,Low
2022-09-01 00:06:00,1,80DC16FC0,1,80DC16FC0,77198.23,US Dollar,77198.23,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.3778687203338884,458,Low
2022-09-01 12:30:00,1,8001093C0,1,80067AF80,465.4,US Dollar,465.4,US Dollar,Credit Card,0,0.0,0.0,12,Thursday,3,0,0,0.3818283859483216,423,Low
2022-09-01 18:56:00,1,800059C00,1,800059C00,1877.51,US Dollar,1877.51,US Dollar,Credit Card,0,0.0,0.0,18,Thursday,3,0,0,0.3906155987218888,362,Low
2022-09-01 19:33:00,1,801B5DD70,1,801B5DD70,7130.68,US Dollar,7130.68,US Dollar,Reinvestment,0,0.0,0.0,19,Thursday,3,0,0,0.38659564430550947,388,Low
2022-09-04 02:41:00,1,8002CAF30,1,8003CEDD0,666.74,US Dollar,666.74,US Dollar,Cheque,0,0.0,0.0,2,Sunday,6,0,0,0.4194006722983905,215,Low
2022-09-06 22:25:00,1,800057020,1,800057020,49.2,Euro,57.65,US Dollar,ACH,0,-8.449999999999996,8.449999999999996,22,Tuesday,1,0,1,0.4750786296865081,110,Low
2022-09-07 22:22:00,1,80005C0A0,1,80005C0A0,1101.42,US Dollar,1101.42,US Dollar,ACH,0,0.0,0.0,22,Wednesday,2,0,0,0.4021429383935054,288,Low
2022-09-08 10:09:00,1,8001409E0,1,8001D49A0,8259.53,US Dollar,8259.53,US Dollar,Cheque,0,0.0,0.0,10,Thursday,3,0,0,0.38956636326586536,372,Low
2022-09-08 13:22:00,1,8019C1330,1,8081EC7D0,22093809.14,US Dollar,22093809.14,US Dollar,Wire,0,0.0,0.0,13,Thursday,3,0,0,0.4883029151363819,83,Low
2022-09-10 08:30:00,1,80010DEA0,1,8003A50D0,556.14,US Dollar,556.14,US Dollar,Cheque,0,0.0,0.0,8,Saturday,5,0,0,0.39093817243426315,361,Low
2022-09-10 14:58:00,1,8002183B0,1,8002B62D0,358.14,US Dollar,358.14,US Dollar,Cheque,0,0.0,0.0,14,Saturday,5,0,0,0.3976908509709695,314,Low
2022-09-01 00:13:00,1,800482930,1,800852CC0,2952.16,US Dollar,2952.16,US Dollar,Credit Card,0,0.0,0.0,0,Thursday,3,0,0,0.40290352281175423,283,Low
2022-09-01 00:09:00,1,803C21A60,1,803C21A60,323026.26,US Dollar,323026.26,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.3903816745971343,364,Low
2022-09-01 00:14:00,1,8072CC4B0,1,8072CC4B0,5.13,US Dollar,5.13,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.3988071717499241,311,Low
